Landowners|Budget|Expected Damage|Run Time|Allocation|Levels|Total Budget Used|Remaining Budget|Maximum Amount Offered|Level Amounts|Area of Each Landowner
6|40000|81.4710454105|1464.29574296|[0, 5, 5, 5, 6, 8]|10|39966.104242|33.8957579555|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[332.11199999999997, 480.8705, 477.41099999999994, 422.05899999999997, 276.76, 172.975]
6|40000|81.4257814905|22374.1458602|[0, 8, 6, 8, 10, 12]|15|39874.7925146|125.207485435|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[332.11199999999997, 480.8705, 477.41099999999994, 422.05899999999997, 276.76, 172.975]
6|60000|79.2101352659|2158.62270658|[1, 1, 1, 1, 1, 1]|2|43058.6738865|16941.3261135|39.8288066012|[0.0, 19.9144033006]|[332.11199999999997, 480.8705, 477.41099999999994, 422.05899999999997, 276.76, 172.975]
6|60000|50.7825435252|1505.30148569|[2, 4, 3, 3, 4, 4]|5|59782.662824|217.337175961|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[332.11199999999997, 480.8705, 477.41099999999994, 422.05899999999997, 276.76, 172.975]
6|60000|49.6994455119|950.92373535|[5, 7, 6, 7, 8, 9]|10|59899.3996732|100.600326758|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[332.11199999999997, 480.8705, 477.41099999999994, 422.05899999999997, 276.76, 172.975]
6|60000|49.5649241805|3206.78561211|[9, 10, 9, 10, 13, 13]|15|59972.1209891|27.8790108604|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[332.11199999999997, 480.8705, 477.41099999999994, 422.05899999999997, 276.76, 172.975]
6|80000|79.2101352659|806.619540422|[1, 1, 1, 1, 1, 1]|2|43058.6738865|36941.3261135|39.8288066012|[0.0, 19.9144033006]|[332.11199999999997, 480.8705, 477.41099999999994, 422.05899999999997, 276.76, 172.975]
6|80000|32.5662180756|793.978841942|[4, 4, 4, 4, 4, 4]|5|75352.6793014|4647.3206986|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[332.11199999999997, 480.8705, 477.41099999999994, 422.05899999999997, 276.76, 172.975]
6|80000|28.4982237466|825.441969582|[8, 9, 9, 9, 9, 9]|10|79863.3146059|136.685394129|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[332.11199999999997, 480.8705, 477.41099999999994, 422.05899999999997, 276.76, 172.975]
6|80000|28.3920120042|862.6735009|[12, 14, 14, 13, 14, 14]|15|79951.3456725|48.654327517|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[332.11199999999997, 480.8705, 477.41099999999994, 422.05899999999997, 276.76, 172.975]
6|100000|79.2101352659|818.153576958|[1, 1, 1, 1, 1, 1]|2|43058.6738865|56941.3261135|39.8288066012|[0.0, 19.9144033006]|[332.11199999999997, 480.8705, 477.41099999999994, 422.05899999999997, 276.76, 172.975]
6|100000|32.5662180756|873.865489584|[4, 4, 4, 4, 4, 4]|5|75352.6793014|24647.3206986|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[332.11199999999997, 480.8705, 477.41099999999994, 422.05899999999997, 276.76, 172.975]
6|100000|27.4802491581|867.390414232|[9, 9, 9, 9, 9, 9]|10|81333.0506745|18666.9493255|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[332.11199999999997, 480.8705, 477.41099999999994, 422.05899999999997, 276.76, 172.975]
6|100000|26.1913395944|1370.19966632|[14, 14, 14, 14, 14, 14]|15|83041.7282097|16958.2717903|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[332.11199999999997, 480.8705, 477.41099999999994, 422.05899999999997, 276.76, 172.975]
6|120000|79.2101352659|761.010522959|[1, 1, 1, 1, 1, 1]|2|43058.6738865|76941.3261135|39.8288066012|[0.0, 19.9144033006]|[332.11199999999997, 480.8705, 477.41099999999994, 422.05899999999997, 276.76, 172.975]
6|120000|32.5662180756|760.47941576|[4, 4, 4, 4, 4, 4]|5|75352.6793014|44647.3206986|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[332.11199999999997, 480.8705, 477.41099999999994, 422.05899999999997, 276.76, 172.975]
6|120000|27.4802491581|773.117866107|[9, 9, 9, 9, 9, 9]|10|81333.0506745|38666.9493255|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[332.11199999999997, 480.8705, 477.41099999999994, 422.05899999999997, 276.76, 172.975]
6|120000|26.1913395944|1349.99792559|[14, 14, 14, 14, 14, 14]|15|83041.7282097|36958.2717903|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[332.11199999999997, 480.8705, 477.41099999999994, 422.05899999999997, 276.76, 172.975]
6|140000|79.2101352659|763.51382426|[1, 1, 1, 1, 1, 1]|2|43058.6738865|96941.3261135|39.8288066012|[0.0, 19.9144033006]|[332.11199999999997, 480.8705, 477.41099999999994, 422.05899999999997, 276.76, 172.975]
6|140000|32.5662180756|758.494252135|[4, 4, 4, 4, 4, 4]|5|75352.6793014|64647.3206986|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[332.11199999999997, 480.8705, 477.41099999999994, 422.05899999999997, 276.76, 172.975]
6|140000|27.4802491581|770.149511391|[9, 9, 9, 9, 9, 9]|10|81333.0506745|58666.9493255|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[332.11199999999997, 480.8705, 477.41099999999994, 422.05899999999997, 276.76, 172.975]
6|140000|26.1913395944|1372.43362595|[14, 14, 14, 14, 14, 14]|15|83041.7282097|56958.2717903|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[332.11199999999997, 480.8705, 477.41099999999994, 422.05899999999997, 276.76, 172.975]
7|20000|125.008988867|1726.1212212|[0, 1, 0, 0, 1, 1, 1]|2|17912.4083368|2087.59166321|39.8288066012|[0.0, 19.9144033006]|[508.5465, 311.35499999999996, 477.41099999999994, 276.76, 276.76, 172.975, 138.38]
7|20000|120.136082364|1803.28098147|[0, 3, 0, 0, 3, 3, 1]|5|19634.7552923|365.244707749|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[508.5465, 311.35499999999996, 477.41099999999994, 276.76, 276.76, 172.975, 138.38]
