125.8	121.2	122.2	120.4	121.2	119.9	120.6	180.4	247.5	252.1	216.0	201.5	135.5	43.2	47.0	58.0	161.4	294.4	267.9	249.7	74.2	76.5	93.5	107.3	146.2
129.5	125.7	111.0	86.3	108.5	115.8	103.8	237.3	269.4	270.9	262.8	210.4	209.4	160.3	55.8	43.7	46.1	187.3	259.8	266.2	85.0	84.6	81.0	108.8	182.9
131.3	225.5	40.9	42.4	48.9	97.4	109.4	158.4	232.1	219.7	206.9	216.8	199.2	219.8	183.0	52.1	39.4	77.9	176.5	254.3	103.1	83.5	78.2	128.3	159.0
313.9	261.7	54.4	37.3	87.0	112.2	188.1	162.3	119.6	194.5	199.8	219.8	216.1	226.5	225.1	169.4	45.0	34.3	164.3	268.4	107.8	106.0	109.4	108.0	234.7
276.0	240.1	66.4	94.8	102.8	111.7	168.8	176.3	74.8	88.4	170.5	214.3	219.5	218.1	232.8	214.2	189.6	105.0	67.7	158.2	102.5	109.4	113.8	189.6	201.7
162.0	291.4	75.5	90.4	86.9	106.8	243.0	231.0	65.0	27.6	70.0	137.9	221.0	228.8	230.8	223.9	230.6	249.1	98.8	116.7	112.6	112.1	113.9	215.2	258.8
107.6	296.5	60.5	66.1	49.0	54.2	309.6	280.4	190.3	24.6	36.6	40.8	290.3	297.1	279.8	262.7	250.0	256.0	126.6	96.7	95.4	99.0	92.8	227.6	273.1
260.7	311.3	95.9	44.9	62.1	40.6	333.6	212.7	188.6	111.0	44.3	45.5	129.0	264.5	271.4	295.3	301.1	267.6	139.2	92.9	96.8	93.1	94.2	237.2	268.2
185.1	278.4	161.7	67.4	59.2	54.4	189.4	142.4	277.2	112.1	44.7	56.1	86.7	250.7	259.9	253.8	282.0	313.2	147.1	102.1	99.3	96.2	95.8	270.8	265.1
130.9	101.2	154.4	51.8	55.6	51.4	121.5	201.1	295.6	217.1	60.4	76.6	65.6	197.0	254.8	253.6	261.0	242.9	105.9	114.8	122.7	115.5	133.8	285.3	284.8
148.0	168.2	161.3	78.3	59.8	59.8	61.4	237.7	291.1	226.3	96.4	75.6	55.3	66.6	210.7	264.2	248.2	255.3	93.6	92.4	98.3	97.8	229.9	293.5	282.8
80.2	153.1	199.6	93.3	88.8	136.2	44.0	221.8	240.9	165.7	86.9	64.4	43.5	46.4	137.7	290.4	283.2	232.6	84.4	72.0	55.0	71.2	267.3	307.2	278.1
107.0	75.7	253.7	95.8	57.6	232.0	39.3	94.3	170.9	176.2	83.0	42.5	72.0	30.7	85.1	302.6	300.5	223.5	102.4	102.3	101.8	101.9	292.2	308.3	198.3
134.4	120.6	165.5	79.6	76.7	115.6	65.3	60.8	130.5	230.6	176.6	168.6	96.7	28.6	31.1	255.7	296.3	124.8	99.0	113.8	121.9	108.9	244.5	287.3	66.1
146.6	178.7	203.7	99.1	62.5	214.6	54.8	69.3	81.0	202.3	178.0	150.3	147.0	72.9	37.8	167.2	269.7	103.7	104.6	100.5	89.7	103.2	183.1	281.2	164.4
130.0	153.6	173.3	234.7	124.9	162.0	73.5	69.6	65.4	101.0	197.0	203.2	147.5	182.9	152.6	121.3	238.3	96.5	89.7	85.5	88.8	112.3	296.8	300.1	232.8
124.5	163.9	283.1	208.7	141.5	186.2	114.0	68.8	45.6	56.3	156.4	218.8	172.9	149.6	189.8	146.4	125.6	87.4	90.0	89.7	73.2	187.5	280.6	147.2	51.3
50.0	91.8	224.0	156.1	124.9	247.4	174.5	71.2	82.1	70.7	33.8	214.2	126.7	149.5	142.6	175.9	134.6	86.7	80.7	81.6	182.0	174.0	243.2	234.7	101.6
63.1	69.2	121.7	133.2	242.7	310.3	212.2	75.8	99.1	81.3	22.5	164.5	46.4	133.4	136.9	184.5	173.5	78.3	85.5	91.0	276.2	298.3	242.3	148.1	131.9
43.5	65.6	200.2	243.9	318.5	301.1	112.9	82.4	99.8	171.5	103.0	59.7	70.3	99.2	125.2	202.6	203.2	92.0	101.0	162.7	318.0	279.4	73.3	115.0	117.7
27.2	180.3	245.9	241.7	213.2	186.8	132.0	93.2	78.6	129.0	185.9	109.6	78.1	73.0	114.6	214.9	197.9	105.8	108.8	251.5	300.4	183.6	128.0	129.6	123.3
30.3	114.2	55.8	55.7	84.3	130.2	116.1	38.8	27.1	26.0	92.9	113.1	96.3	59.7	113.8	311.7	132.5	92.5	109.4	305.9	234.8	114.9	112.9	110.1	119.7
39.7	100.4	135.3	54.8	88.7	161.2	99.5	78.9	54.4	42.7	46.5	98.6	111.3	73.6	207.0	183.1	75.6	56.3	187.6	214.1	114.4	93.8	58.4	48.3	42.9
97.2	66.7	133.2	127.4	136.5	157.5	161.7	151.7	122.3	102.9	71.6	67.0	79.0	141.4	124.3	144.9	155.7	81.2	117.9	118.9	71.4	48.4	48.2	36.9	32.4
186.5	152.2	136.1	129.5	131.9	156.0	192.1	191.8	174.8	164.8	144.8	103.2	80.2	118.9	131.3	142.8	179.8	179.6	155.9	119.2	123.0	135.9	136.6	126.0	90.9
