87.6	84.7	78.0	82.0	83.9	76.2	88.3	114.7	130.8	210.2	131.1	118.4	158.0	111.6	93.1	93.5	93.4	66.0	79.7	92.6	109.4	122.6	170.2	153.4	129.9	115.0	93.1	101.3	122.6	121.3	104.7	103.4	123.4	119.8	123.4
98.5	89.4	89.4	89.8	94.0	95.6	97.0	99.2	198.2	149.9	148.5	144.8	159.1	186.4	130.8	95.1	88.9	94.8	67.8	83.7	91.7	109.0	178.9	140.3	151.9	102.0	105.0	91.9	89.0	97.7	105.2	101.0	106.6	125.3	112.0
113.6	111.9	96.7	100.1	103.2	87.2	91.8	97.7	135.9	131.8	123.4	138.2	125.2	180.5	185.0	138.0	88.8	93.4	85.4	68.1	85.4	89.8	109.7	132.5	168.0	114.4	117.5	110.6	104.4	96.7	100.7	109.7	111.5	111.8	128.4
93.4	101.4	109.9	101.0	104.7	114.4	99.9	89.1	94.7	119.2	119.1	105.5	92.5	95.1	142.6	199.4	94.5	95.3	95.4	83.3	78.6	83.9	92.3	127.9	143.7	95.3	108.0	118.4	120.7	123.8	132.4	116.6	107.0	96.5	92.7
96.1	105.9	108.2	109.0	86.9	90.8	97.5	90.8	88.3	85.5	81.6	88.9	67.5	62.5	103.2	167.4	128.2	100.9	98.8	97.0	94.5	89.1	99.5	96.2	136.0	111.7	84.8	90.4	90.6	94.2	94.8	91.9	90.1	90.3	89.5
102.4	96.0	117.2	116.0	103.8	94.5	91.3	97.3	93.9	93.0	89.4	75.5	90.6	87.5	80.2	78.0	143.9	97.8	91.1	95.2	77.5	65.7	59.2	87.5	93.5	112.7	94.6	86.5	86.4	80.0	73.6	72.0	73.4	83.5	87.7
92.1	98.5	99.8	150.9	117.7	115.0	76.3	74.5	76.1	71.4	70.3	73.7	90.2	101.3	101.3	98.9	87.4	90.3	67.6	70.9	88.4	106.0	95.9	67.3	54.6	68.1	64.5	87.8	90.2	90.2	90.2	90.2	90.3	90.0	90.7
83.2	86.4	93.4	91.1	69.0	75.9	105.6	98.4	99.0	96.3	99.4	96.7	92.9	93.7	95.9	111.5	115.4	132.5	146.2	98.1	96.9	99.6	127.5	126.2	110.9	71.0	98.1	80.8	78.9	72.3	89.6	92.1	93.2	87.4	69.7
96.2	100.7	91.0	65.7	96.4	112.1	93.2	98.3	96.5	98.6	96.0	101.0	95.5	85.1	75.0	94.6	101.2	102.8	145.5	108.8	95.2	96.6	81.5	116.4	116.8	91.0	116.6	123.5	110.0	119.8	119.8	85.9	71.7	76.9	92.0
100.3	89.9	85.6	70.3	93.0	91.9	91.6	80.9	65.6	65.6	81.4	88.3	95.0	80.0	85.9	85.1	75.0	73.3	95.2	135.7	96.5	94.3	95.4	126.8	153.8	101.5	106.5	107.7	107.6	95.9	101.1	113.2	113.3	101.1	99.7
104.3	94.6	76.5	86.2	77.3	86.9	92.2	98.7	95.2	105.1	110.1	93.8	98.3	97.1	95.7	95.0	108.1	114.7	96.0	135.2	96.9	99.6	101.5	130.1	167.7	157.7	88.4	105.8	116.1	111.6	104.1	99.5	99.8	114.3	102.8
108.2	105.1	108.7	102.6	92.3	91.3	91.6	93.4	105.8	98.5	96.1	98.1	95.5	96.4	90.0	94.6	92.1	89.6	90.7	101.4	98.7	108.7	104.6	92.8	104.3	136.2	135.6	80.6	94.1	92.9	93.2	99.6	108.3	109.9	114.3
104.2	114.7	150.5	144.1	105.6	104.4	99.0	94.5	96.1	115.9	108.5	95.0	98.7	99.9	98.9	70.3	75.0	97.8	95.2	97.2	97.7	103.9	99.0	100.3	77.1	16.9	71.1	111.9	83.6	93.7	94.2	90.9	91.2	94.1	119.6
131.4	110.0	103.5	140.3	134.0	123.0	110.5	100.4	95.9	99.4	132.5	112.4	100.9	98.8	99.9	99.1	91.9	74.9	100.8	98.8	100.1	89.3	90.4	88.7	119.6	84.7	49.1	101.4	89.5	76.6	88.8	93.2	93.7	90.8	91.2
166.7	155.4	118.3	148.9	151.5	150.0	140.3	133.2	111.9	98.5	101.6	113.5	97.0	95.1	97.0	96.2	93.6	95.3	84.3	93.0	97.5	99.4	94.1	89.6	79.5	97.5	104.1	104.5	105.3	97.5	86.7	84.1	89.6	90.5	92.1
206.5	150.0	126.0	148.1	165.7	160.3	165.6	153.8	124.0	103.2	92.9	107.7	99.7	98.2	98.7	102.2	99.1	98.7	96.1	95.9	95.4	101.2	92.7	91.2	62.6	98.5	131.9	133.8	127.9	93.9	76.0	94.4	89.8	90.3	90.9
218.8	129.4	126.1	128.9	150.9	157.1	180.7	171.4	164.9	131.0	109.9	112.7	109.0	99.2	101.4	104.8	103.1	97.7	97.5	97.7	91.7	85.5	97.4	115.4	118.8	100.0	96.3	118.9	145.5	139.7	132.5	93.5	93.9	93.7	91.5
178.5	139.8	133.2	135.6	145.3	152.2	176.3	172.1	191.7	152.9	124.8	123.4	125.2	103.7	101.6	101.0	101.8	100.6	96.5	96.0	100.2	101.6	94.9	93.1	98.6	101.7	99.5	101.7	115.2	134.5	171.9	135.7	72.9	93.8	91.8
181.0	125.1	133.9	121.2	152.4	148.5	172.8	173.1	220.9	151.8	156.3	151.2	157.4	124.4	101.5	99.9	96.7	99.5	105.2	104.7	98.7	100.0	102.6	107.9	98.1	94.4	95.5	97.5	103.5	106.6	112.3	182.4	94.4	118.7	103.6
180.9	136.4	91.9	130.4	162.2	174.5	176.8	186.4	224.7	140.3	159.9	165.8	187.5	164.2	120.4	115.1	104.2	109.4	121.4	126.2	120.2	105.6	125.5	114.3	105.2	99.0	92.3	90.6	92.8	91.0	167.3	149.7	109.4	99.1	125.5
171.8	142.3	98.4	130.9	167.6	184.3	199.2	217.9	179.7	146.5	167.6	149.1	186.8	183.2	174.1	115.0	133.0	134.1	159.5	150.6	138.8	110.8	108.0	125.5	122.9	104.7	99.5	93.6	89.6	123.6	153.5	103.7	124.0	114.0	103.6
173.1	178.6	73.1	134.8	147.6	189.4	211.6	201.2	155.9	166.5	174.2	184.0	161.2	183.1	218.3	108.9	149.7	144.5	151.2	153.8	175.8	119.8	93.7	110.4	127.4	92.5	96.7	96.4	91.5	93.7	116.1	106.8	101.0	105.2	129.6
166.2	182.3	51.0	143.0	168.1	202.3	178.0	222.0	92.6	177.4	175.0	197.1	194.2	200.5	221.3	96.2	154.4	158.8	144.4	173.7	204.9	136.3	121.3	106.6	97.7	103.6	92.9	90.7	94.3	102.8	113.9	107.4	99.5	95.4	102.3
134.7	177.4	129.5	137.7	168.9	185.0	202.4	196.7	92.0	183.2	186.5	199.5	249.9	279.0	185.2	102.2	135.8	171.5	147.7	170.5	227.2	152.4	122.6	143.9	144.2	129.3	110.4	114.2	106.1	95.5	123.2	104.3	104.4	107.3	98.9
124.8	157.1	147.8	130.7	180.4	186.7	187.7	177.1	151.1	172.4	211.6	222.7	215.8	211.7	161.4	126.3	113.9	176.8	141.2	187.6	246.4	139.6	130.3	149.3	166.1	158.3	133.4	128.9	115.6	115.9	113.1	101.4	96.9	96.0	96.2
96.0	124.6	149.7	145.8	155.5	185.7	172.6	175.0	152.4	184.2	239.7	276.4	219.1	233.3	115.9	135.0	119.0	171.6	130.6	200.3	239.8	115.4	120.3	143.6	166.4	180.4	165.4	153.3	142.7	145.8	139.4	108.6	104.5	99.7	95.9
117.0	111.4	125.4	121.6	122.9	164.9	145.1	166.2	150.1	216.3	242.7	253.2	201.4	192.5	77.9	137.4	134.3	178.4	155.6	191.5	213.1	138.7	97.8	110.9	146.0	178.1	177.7	185.5	148.8	150.7	155.0	133.2	107.4	103.5	101.6
117.5	117.1	106.2	100.7	101.3	127.7	99.2	108.8	124.9	220.8	249.2	237.6	119.1	124.0	95.1	138.0	129.8	182.4	190.1	200.3	211.3	177.7	85.5	88.9	106.5	141.0	172.6	159.9	168.1	159.1	152.9	121.5	115.4	122.3	118.0
106.6	120.6	109.8	101.2	99.5	99.1	109.0	101.5	100.8	215.8	139.5	200.3	209.8	99.2	119.8	133.1	139.9	180.7	206.9	190.1	203.0	195.4	149.5	84.9	94.6	116.5	186.2	148.4	188.8	148.8	166.1	138.3	132.3	120.7	118.7
125.2	117.9	114.2	108.1	111.7	109.6	115.5	143.8	161.4	131.8	73.1	194.8	184.9	108.7	104.7	120.3	126.0	196.3	184.6	179.3	217.7	186.6	197.0	125.8	86.8	103.7	160.7	196.3	164.7	182.4	126.4	150.3	156.0	117.9	119.7
95.8	95.0	109.2	114.0	139.3	117.6	111.0	128.4	199.8	115.8	115.1	165.6	153.4	107.5	106.5	130.6	136.5	180.8	174.9	169.8	201.0	200.9	194.6	179.4	100.4	102.0	148.8	184.7	161.5	210.3	130.3	156.7	189.2	134.2	169.0
76.6	87.3	88.6	92.5	117.2	141.7	120.2	117.8	213.4	205.3	213.6	142.2	176.0	44.3	100.1	119.1	134.1	156.5	174.8	161.2	209.5	206.6	225.5	208.7	108.1	97.1	134.3	171.7	170.5	220.8	130.4	178.6	193.3	135.9	173.8
72.7	73.2	85.1	101.4	108.1	122.2	131.5	141.4	220.1	225.1	170.5	62.4	78.4	59.9	85.1	131.4	150.8	141.5	156.0	152.7	256.4	273.5	236.9	182.4	124.0	112.4	109.2	150.7	197.9	211.9	135.1	199.2	163.3	160.8	182.1
86.8	86.4	94.3	90.8	91.7	97.7	106.6	111.0	231.6	234.2	167.7	66.3	158.3	68.1	102.1	105.6	150.1	140.4	146.9	200.7	237.5	203.4	207.5	175.8	143.3	116.7	116.9	143.0	192.3	186.6	144.7	201.9	161.3	164.2	210.3
100.3	88.3	79.4	95.4	105.2	103.9	101.7	122.1	206.2	184.0	181.4	172.8	192.5	94.9	116.0	116.3	120.5	121.0	132.5	215.3	200.6	204.4	244.8	149.6	158.1	117.0	108.5	124.5	181.7	175.0	152.9	193.3	160.9	192.5	216.0
