Started 11/13/17 10:22:15 in McCain 321
Landscape|Landowners|Budget|Expected Damage|Total Run Time|Second Stage Time|Create Model Time|Optimize Time|Allocation|Levels|Allocation Method|Total Budget Used|Remaining Budget|Maximum Amount Offered|Level Amounts|Area of Each Landowner|Time Completed
SanBernardino|3|20000|130.486932532|87.5053659053|87.4167557215|0.0|0.0751477049728|[0, 13, 0]|20|Risk-based|19609.3733371|390.626662882|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 10:55:43
SanBernardino|3|20000|130.045019718|84.6714536798|84.5682901722|0.0|0.0893227174815|[0, 13, 0]|20|Risk-based|19609.3733371|390.626662882|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 10:57:08
SanBernardino|3|20000|129.737580641|86.5696902085|86.4591974168|0.0|0.0970835041185|[0, 13, 0]|20|Risk-based|19609.3733371|390.626662882|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 10:58:34
SanBernardino|3|40000|116.917704265|87.1682842557|87.1628786704|0.0|0.00283278383358|[0, 1, 0]|2|Risk-based|28659.8533389|11340.1466611|39.8288066012|[0.0, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:00:01
SanBernardino|3|40000|116.962890223|86.403576834|86.3981937199|0.0|0.00282225938327|[0, 1, 0]|2|Risk-based|28659.8533389|11340.1466611|39.8288066012|[0.0, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:01:28
SanBernardino|3|40000|116.406711238|87.073584113|87.0682940122|0.0|0.00273920155814|[0, 1, 0]|2|Risk-based|28659.8533389|11340.1466611|39.8288066012|[0.0, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:02:55
SanBernardino|3|40000|117.257687086|84.2167814922|84.2114256847|0.0|0.00277276602174|[0, 1, 0]|2|Risk-based|28659.8533389|11340.1466611|39.8288066012|[0.0, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:04:19
SanBernardino|3|40000|116.558297305|85.5559799785|85.5506631399|0.0|0.0027437526719|[0, 1, 0]|2|Risk-based|28659.8533389|11340.1466611|39.8288066012|[0.0, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:05:45
SanBernardino|3|40000|95.1608926677|86.3790742068|86.3556015534|0.0|0.0190748552959|[0, 3, 2]|5|Risk-based|35824.8166736|4175.18332642|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:07:11
SanBernardino|3|40000|95.132394309|86.1481140043|86.1248239643|0.0|0.0189024818646|[0, 3, 2]|5|Risk-based|35824.8166736|4175.18332642|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:08:37
SanBernardino|3|40000|95.6576957978|85.8175347584|85.7926737309|0.0|0.0205818428199|[0, 3, 2]|5|Risk-based|35824.8166736|4175.18332642|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:10:03
SanBernardino|3|40000|95.2619048762|86.3714741313|86.3451843386|0.0|0.02192925692|[0, 3, 2]|5|Risk-based|35824.8166736|4175.18332642|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:11:29
SanBernardino|3|40000|95.6199585195|83.9851170049|83.9589540744|0.0|0.0218157635218|[0, 3, 2]|5|Risk-based|35824.8166736|4175.18332642|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:12:53
SanBernardino|3|40000|91.0235267417|85.9569842955|85.9118730876|0.0|0.0377062614507|[0, 6, 6]|10|Risk-based|38213.1377852|1786.86221485|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:14:19
SanBernardino|3|40000|90.2732716513|86.2281882898|86.1761076202|0.0|0.0441603095665|[0, 6, 6]|10|Risk-based|38213.1377852|1786.86221485|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:15:46
SanBernardino|3|40000|90.8760390562|85.6418327562|85.5878184322|0.0|0.0467023910132|[0, 6, 6]|10|Risk-based|38213.1377852|1786.86221485|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:17:11
SanBernardino|3|40000|90.932150835|86.9303167604|86.8788718244|0.0|0.0439694472361|[0, 6, 6]|10|Risk-based|38213.1377852|1786.86221485|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:18:38
SanBernardino|3|40000|90.4625629058|86.3388167616|86.2893854091|0.0|0.0421797217737|[0, 6, 6]|10|Risk-based|38213.1377852|1786.86221485|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:20:05
SanBernardino|3|40000|89.2788190437|84.2807991642|84.1702986924|0.0|0.100042012468|[0, 10, 9]|15|Risk-based|38895.5152456|1104.4847544|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:21:29
SanBernardino|3|40000|89.5041001706|86.0978475223|86.0075884132|0.0|0.0797594053743|[0, 10, 9]|15|Risk-based|38895.5152456|1104.4847544|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:22:55
SanBernardino|3|40000|89.4392119789|86.493813472|86.3643556206|0.0|0.118847214278|[0, 10, 9]|15|Risk-based|38895.5152456|1104.4847544|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:24:21
SanBernardino|3|40000|89.3115975056|86.6265168364|86.5163724893|0.0|0.0997072211667|[0, 10, 9]|15|Risk-based|38895.5152456|1104.4847544|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:25:48
SanBernardino|3|40000|89.1233224079|87.3193960217|87.2036580714|0.0|0.105200130959|[0, 10, 9]|15|Risk-based|38895.5152456|1104.4847544|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:27:15
SanBernardino|3|40000|88.3664252436|84.6282815308|84.5003446046|0.0|0.0913428430754|[0, 14, 12]|20|Risk-based|39218.7466742|781.253325764|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:28:40
SanBernardino|3|40000|88.6723234852|84.7802400883|84.6694071008|0.0|0.0972160553051|[0, 14, 12]|20|Risk-based|39218.7466742|781.253325764|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:30:05
SanBernardino|3|40000|89.0771556836|86.3839549918|86.2807414219|0.0|0.0897010288072|[0, 14, 12]|20|Risk-based|39218.7466742|781.253325764|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:31:31
SanBernardino|3|40000|88.7313854909|86.3247603625|86.2167726744|0.0|0.0945829515849|[0, 14, 12]|20|Risk-based|39218.7466742|781.253325764|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:32:58
SanBernardino|3|40000|88.2878016517|87.0241567426|86.9261411135|0.0|0.0844351058122|[0, 14, 12]|20|Risk-based|39218.7466742|781.253325764|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:34:25
SanBernardino|3|60000|65.7075123553|86.1563145423|86.1462932743|0.0|0.00734862640275|[0, 1, 1]|2|Risk-based|57319.7066777|2680.29332227|39.8288066012|[0.0, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:35:51
SanBernardino|3|60000|65.4317280883|83.7621326291|83.7517890855|0.0|0.00781397777882|[0, 1, 1]|2|Risk-based|57319.7066777|2680.29332227|39.8288066012|[0.0, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:37:15
SanBernardino|3|60000|65.4065584616|85.4062739378|85.396120972|0.0|0.00754574651546|[0, 1, 1]|2|Risk-based|57319.7066777|2680.29332227|39.8288066012|[0.0, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:38:40
SanBernardino|3|60000|65.7964259652|86.0466489154|86.036714972|0.0|0.00743851089919|[0, 1, 1]|2|Risk-based|57319.7066777|2680.29332227|39.8288066012|[0.0, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:40:06
SanBernardino|3|60000|66.2380393648|86.3099311274|86.300251193|0.0|0.00714183517357|[0, 1, 1]|2|Risk-based|57319.7066777|2680.29332227|39.8288066012|[0.0, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:41:32
SanBernardino|3|60000|58.5080161755|87.1675247886|87.1434030327|0.0|0.0197910868146|[2, 3, 3]|5|Risk-based|57388.6005559|2611.39944405|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:43:00
SanBernardino|3|60000|58.7901623664|84.9045452257|84.8806965366|0.0|0.0193581621243|[2, 3, 3]|5|Risk-based|57388.6005559|2611.39944405|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:44:25
SanBernardino|3|60000|58.7846465421|84.1905824373|84.1660937478|0.0|0.0201517625756|[2, 3, 3]|5|Risk-based|57388.6005559|2611.39944405|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:45:49
SanBernardino|3|60000|58.709261344|85.593249333|85.5648705791|0.0|0.0239880669797|[2, 3, 3]|5|Risk-based|57388.6005559|2611.39944405|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:47:14
SanBernardino|3|60000|58.5203069079|85.3681284939|85.344365707|0.0|0.0193328465539|[2, 3, 3]|5|Risk-based|57388.6005559|2611.39944405|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:48:40
SanBernardino|3|60000|58.8199804331|85.2235612294|85.1689319361|0.0|0.047297164685|[5, 7, 6]|10|Risk-based|57396.2554313|2603.74456869|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:50:05
SanBernardino|3|60000|58.4094088003|85.9783691255|85.936701404|0.0|0.0344121084654|[5, 7, 6]|10|Risk-based|57396.2554313|2603.74456869|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:51:31
SanBernardino|3|60000|58.9403924652|83.8718790382|83.8185542079|0.0|0.046026550629|[5, 7, 6]|10|Risk-based|57396.2554313|2603.74456869|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:52:55
SanBernardino|3|60000|58.8564701236|85.8705105752|85.8206127335|0.0|0.0424206463549|[5, 7, 6]|10|Risk-based|57396.2554313|2603.74456869|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:54:21
SanBernardino|3|60000|58.9360130624|85.8515463689|85.8071590725|0.0|0.0370258699522|[5, 7, 6]|10|Risk-based|57396.2554313|2603.74456869|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:55:47
SanBernardino|3|60000|55.5907257723|85.8860298729|85.8110235369|0.0|0.0643661166177|[8, 11, 10]|15|Risk-based|59445.5749199|554.425080101|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:57:12
SanBernardino|3|60000|55.3962020033|86.6415949606|86.5490233168|0.0|0.0819203310475|[8, 11, 10]|15|Risk-based|59445.5749199|554.425080101|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/13/17 11:58:39
