Started 11/09/17 14:45:42 in McCain 321
Landscape|Landowners|Budget|Expected Damage|Total Run Time|Second Stage Time|Create Model Time|Optimize Time|Allocation|Levels|Allocation Method|Total Budget Used|Remaining Budget|Maximum Amount Offered|Level Amounts|Area of Each Landowner|Time Completed
SantaFe|3|20000|130.859953441|87.0499544462|86.9943671435|0.0|0.04792180504|[0, 6, 0]|10|Hybrid|19106.5688926|893.431107423|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:01:21
SantaFe|3|20000|130.603656693|86.9586926698|86.9037288697|0.0|0.0473426758217|[0, 6, 0]|10|Hybrid|19106.5688926|893.431107423|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:02:48
SantaFe|3|20000|130.825192795|84.5733350817|84.539956645|0.0|0.0257163524075|[0, 6, 0]|10|Hybrid|19106.5688926|893.431107423|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:04:13
SantaFe|3|20000|130.805556599|86.2453590729|86.1889824364|0.0|0.04864429434|[0, 6, 0]|10|Hybrid|19106.5688926|893.431107423|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:05:39
SantaFe|3|20000|131.452123391|86.7829625076|86.7485506836|0.0|0.0268885486298|[0, 6, 0]|10|Hybrid|19106.5688926|893.431107423|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:07:06
SantaFe|3|20000|132.322818111|85.7998462861|85.7548753094|0.0|0.0339276993011|[0, 9, 0]|15|Hybrid|18424.1914321|1575.80856787|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:08:31
SantaFe|3|20000|132.286323429|85.5499022506|85.5040011401|0.0|0.0349482865483|[0, 9, 0]|15|Hybrid|18424.1914321|1575.80856787|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:09:57
SantaFe|3|20000|132.757917968|84.3673974712|84.321145356|0.0|0.0353797890159|[0, 9, 0]|15|Hybrid|18424.1914321|1575.80856787|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:11:21
SantaFe|3|20000|132.442745501|85.9726236289|85.9282286525|0.0|0.0335550768668|[0, 9, 0]|15|Hybrid|18424.1914321|1575.80856787|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:12:47
SantaFe|3|20000|132.752541786|86.2256078083|86.1838368335|0.0|0.0308346486527|[0, 9, 0]|15|Hybrid|18424.1914321|1575.80856787|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:14:14
SantaFe|3|20000|130.66621978|86.5982157359|86.5348946687|0.0|0.0491565790758|[0, 13, 0]|20|Hybrid|19609.3733371|390.626662882|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:15:40
SantaFe|3|20000|130.015247706|87.0591764248|86.9925430002|0.0|0.0526253810492|[0, 13, 0]|20|Hybrid|19609.3733371|390.626662882|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:17:07
SantaFe|3|20000|129.846350908|87.4362546837|87.3700911617|0.0|0.0515891493485|[0, 13, 0]|20|Hybrid|19609.3733371|390.626662882|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:18:35
SantaFe|3|20000|129.761783344|84.3528017651|84.2908821566|0.0|0.0481160807062|[0, 13, 0]|20|Hybrid|19609.3733371|390.626662882|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:19:59
SantaFe|3|20000|129.972430688|85.8725156253|85.8100982386|0.0|0.0482551741184|[0, 13, 0]|20|Hybrid|19609.3733371|390.626662882|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:21:25
SantaFe|3|40000|117.374634045|86.4400218681|86.4344777583|0.0|0.0029252283307|[0, 1, 0]|2|Hybrid|28659.8533389|11340.1466611|39.8288066012|[0.0, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:22:51
SantaFe|3|40000|117.311418661|85.992661898|85.9871530594|0.0|0.00287203718926|[0, 1, 0]|2|Hybrid|28659.8533389|11340.1466611|39.8288066012|[0.0, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:24:17
SantaFe|3|40000|116.306824935|86.5737176597|86.5683567322|0.0|0.00276451712807|[0, 1, 0]|2|Hybrid|28659.8533389|11340.1466611|39.8288066012|[0.0, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:25:44
SantaFe|3|40000|117.716258008|83.7772858466|83.7720193547|0.0|0.0027517171211|[0, 1, 0]|2|Hybrid|28659.8533389|11340.1466611|39.8288066012|[0.0, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:27:08
SantaFe|3|40000|117.32642342|85.605262851|85.5997670968|0.0|0.00287516607978|[0, 1, 0]|2|Hybrid|28659.8533389|11340.1466611|39.8288066012|[0.0, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:28:33
SantaFe|3|40000|110.343035312|86.1962033472|86.1753484375|0.0|0.0163754759824|[0, 2, 2]|5|Hybrid|28659.8533389|11340.1466611|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:30:00
SantaFe|3|40000|110.183534673|86.1003947238|86.0797744809|0.0|0.0161117958328|[0, 2, 2]|5|Hybrid|28659.8533389|11340.1466611|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:31:26
SantaFe|3|40000|109.665483407|85.6970053387|85.6767949806|0.0|0.0157460000692|[0, 2, 2]|5|Hybrid|28659.8533389|11340.1466611|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:32:51
SantaFe|3|40000|110.434772486|86.4800747976|86.4588819677|0.0|0.0166394405769|[0, 2, 2]|5|Hybrid|28659.8533389|11340.1466611|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:34:18
SantaFe|3|40000|110.055964156|84.0039970156|83.9826798835|0.0|0.0167981606673|[0, 2, 2]|5|Hybrid|28659.8533389|11340.1466611|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:35:42
SantaFe|3|40000|90.0936598762|85.6414348182|85.6052022643|0.0|0.0286148429454|[0, 6, 6]|10|Hybrid|38213.1377852|1786.86221485|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:37:08
SantaFe|3|40000|90.581965682|85.6092302844|85.5713197917|0.0|0.0303152528018|[0, 6, 6]|10|Hybrid|38213.1377852|1786.86221485|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:38:33
SantaFe|3|40000|90.3521824275|85.2430505205|85.2059097349|0.0|0.0295119812336|[0, 6, 6]|10|Hybrid|38213.1377852|1786.86221485|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:39:59
SantaFe|3|40000|90.7274948513|86.8382298102|86.8009180734|0.0|0.0296869146664|[0, 6, 6]|10|Hybrid|38213.1377852|1786.86221485|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:41:25
SantaFe|3|40000|90.7148396064|85.8260518833|85.7881641462|0.0|0.030258079436|[0, 6, 6]|10|Hybrid|38213.1377852|1786.86221485|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:42:51
SantaFe|3|40000|92.7658681088|84.3170558959|84.2405567946|0.0|0.0654913794792|[0, 9, 9]|15|Hybrid|36848.3828643|3151.61713574|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:44:16
SantaFe|3|40000|93.3184728885|85.8774038058|85.7977109605|0.0|0.0686632212842|[0, 9, 9]|15|Hybrid|36848.3828643|3151.61713574|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:45:41
SantaFe|3|40000|92.9406106504|86.1971300677|86.1354363082|0.0|0.0507858777805|[0, 9, 9]|15|Hybrid|36848.3828643|3151.61713574|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:47:08
SantaFe|3|40000|92.9540423745|86.5550871069|86.476347151|0.0|0.067754420767|[0, 9, 9]|15|Hybrid|36848.3828643|3151.61713574|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:48:34
SantaFe|3|40000|93.1115662146|87.2809553243|87.2144746465|0.0|0.05538079595|[0, 9, 9]|15|Hybrid|36848.3828643|3151.61713574|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:50:02
SantaFe|3|40000|88.2651366691|84.3217606097|84.2009365054|0.0|0.0827369715125|[0, 13, 13]|20|Hybrid|39218.7466742|781.253325764|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:51:26
SantaFe|3|40000|88.1568738076|84.2362966678|84.132104324|0.0|0.0903253847187|[0, 13, 13]|20|Hybrid|39218.7466742|781.253325764|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:52:50
SantaFe|3|40000|88.8127658956|85.9182466379|85.8279357599|0.0|0.0763443634314|[0, 13, 13]|20|Hybrid|39218.7466742|781.253325764|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:54:16
SantaFe|3|40000|88.629406546|86.0968343306|85.9887840647|0.0|0.0939696890146|[0, 13, 13]|20|Hybrid|39218.7466742|781.253325764|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:55:42
SantaFe|3|40000|88.6320820697|86.9025501312|86.7795062212|0.0|0.108921519742|[0, 13, 13]|20|Hybrid|39218.7466742|781.253325764|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:57:09
SantaFe|3|60000|65.6082049463|86.1083779461|86.0983546871|0.0|0.00743936423169|[0, 1, 1]|2|Hybrid|57319.7066777|2680.29332227|39.8288066012|[0.0, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:58:35
SantaFe|3|60000|65.6121654936|83.650555819|83.6406770578|0.0|0.00736483974561|[0, 1, 1]|2|Hybrid|57319.7066777|2680.29332227|39.8288066012|[0.0, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 15:59:59
SantaFe|3|60000|66.9820192268|85.6506590724|85.64055816|0.0|0.00747947092168|[0, 1, 1]|2|Hybrid|57319.7066777|2680.29332227|39.8288066012|[0.0, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 16:01:25
SantaFe|3|60000|65.6846602154|85.9791817837|85.9694401248|0.0|0.00720128409648|[0, 1, 1]|2|Hybrid|57319.7066777|2680.29332227|39.8288066012|[0.0, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 16:02:50
SantaFe|3|60000|66.033158491|86.0255089923|86.0156216978|0.0|0.00725959524152|[0, 1, 1]|2|Hybrid|57319.7066777|2680.29332227|39.8288066012|[0.0, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 16:04:17
SantaFe|3|60000|66.5265199255|86.9391225965|86.9130612128|0.0|0.0215236389113|[0, 4, 4]|5|Hybrid|57319.7066777|2680.29332227|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 16:05:43
SantaFe|3|60000|65.829693665|84.5506435133|84.5243491694|0.0|0.0217901635069|[0, 4, 4]|5|Hybrid|57319.7066777|2680.29332227|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 16:07:08
SantaFe|3|60000|66.0733307655|83.7275071872|83.702665502|0.0|0.0203030871053|[0, 4, 4]|5|Hybrid|57319.7066777|2680.29332227|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 16:08:32
SantaFe|3|60000|65.6650722955|85.5192280287|85.4927644403|0.0|0.0220421814283|[0, 4, 4]|5|Hybrid|57319.7066777|2680.29332227|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 16:09:57
SantaFe|3|60000|65.6991216486|86.1253538846|86.0993186698|0.0|0.0215993011761|[0, 4, 4]|5|Hybrid|57319.7066777|2680.29332227|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 16:11:23
SantaFe|3|60000|59.6381293265|85.2556713277|85.2014021412|0.0|0.0467095021286|[6, 6, 6]|10|Hybrid|57411.565182|2588.43481798|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 16:12:49
SantaFe|3|60000|59.7205483521|85.8591268176|85.8067816145|0.0|0.0447061587665|[6, 6, 6]|10|Hybrid|57411.565182|2588.43481798|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 16:14:15
SantaFe|3|60000|59.698151097|83.9865082234|83.9300229291|0.0|0.0487879388656|[6, 6, 6]|10|Hybrid|57411.565182|2588.43481798|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 16:15:39
SantaFe|3|60000|59.7429849614|85.458061345|85.407192125|0.0|0.0432822290668|[6, 6, 6]|10|Hybrid|57411.565182|2588.43481798|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 16:17:04
SantaFe|3|60000|59.6387825506|85.6236541859|85.5657227752|0.0|0.050279281937|[6, 6, 6]|10|Hybrid|57411.565182|2588.43481798|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 16:18:30
SantaFe|3|60000|63.1810114673|86.1432573971|86.0629228447|0.0|0.0694383328364|[9, 9, 9]|15|Hybrid|55361.1521398|4638.84786019|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 16:19:56
SantaFe|3|60000|63.3144188222|86.9863799389|86.8988762447|0.0|0.0765898391264|[9, 9, 9]|15|Hybrid|55361.1521398|4638.84786019|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]|11/09/17 16:21:23
