Landowners|Budget|Expected Damage|Run Time|Allocation|Levels|Total Budget Used|Remaining Budget|Maximum Amount Offered|Level Amounts|Area of Each Landowner
4|40000|84.5629826417|117.749233137|[6, 6, 1, 5]|10|39598.6702249|401.32977512|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|40000|83.7189784105|117.5185788|[10, 9, 1, 7]|15|39963.370358|36.6296420118|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|60000|81.466475196|116.818262782|[1, 1, 1, 1]|2|43058.6738865|16941.3261135|39.8288066012|[0.0, 19.9144033006]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|60000|52.3799581125|117.645293007|[4, 3, 3, 3]|5|59954.8975196|45.102480415|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|60000|52.6631822377|114.750125156|[7, 8, 6, 6]|10|59639.1339111|360.866088916|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|60000|52.1271962471|115.079162139|[11, 12, 9, 9]|15|59922.9110761|77.0889238736|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|80000|81.466475196|122.033103407|[1, 1, 1, 1]|2|43058.6738865|36941.3261135|39.8288066012|[0.0, 19.9144033006]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|80000|33.8560256485|116.821912209|[4, 4, 4, 4]|5|75352.6793014|4647.3206986|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|80000|30.0720511907|115.412612|[9, 9, 8, 9]|10|79250.9245773|749.075422738|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|80000|29.7940978233|116.224513457|[13, 14, 13, 14]|15|79951.3456725|48.654327517|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|100000|81.466475196|115.937770863|[1, 1, 1, 1]|2|43058.6738865|56941.3261135|39.8288066012|[0.0, 19.9144033006]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|100000|33.8560256485|116.17864189|[4, 4, 4, 4]|5|75352.6793014|24647.3206986|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
