Started 11/28/17 23:46:38 in McCain 321
Landscape|Landowners|Budget|Expected Damage|Total Run Time|Second Stage Time|Create Model Time|Optimize Time|Allocation|Levels|Allocation Method|Total Budget Used|Remaining Budget|Maximum Amount Offered|Level Amounts|Area of Each Landowner|Time Completed
Umpqua|3|20000|358.663277494|91.0075175865|90.9614000136|0.0461161506794|0.0387595598277|[1, 0, 4]|10|Risk-based|19810.8174255|189.182574524|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[615.7909999999999, 581.1959999999999, 965.2004999999999]|11/29/17 00:07:54
Umpqua|3|20000|358.703003599|90.8113381327|90.7749980587|0.0363389362283|0.0288731186477|[1, 0, 4]|10|Risk-based|19810.8174255|189.182574524|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[615.7909999999999, 581.1959999999999, 965.2004999999999]|11/29/17 00:09:25
Umpqua|3|20000|357.898349584|91.0360158072|90.9754544216|0.0605605322301|0.0499985351103|[2, 0, 6]|15|Risk-based|19979.2246833|20.7753166565|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[615.7909999999999, 581.1959999999999, 965.2004999999999]|11/29/17 00:10:56
Umpqua|3|20000|357.627270522|91.2415839241|91.1824726371|0.059109864738|0.0485845609724|[2, 0, 6]|15|Risk-based|19979.2246833|20.7753166565|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[615.7909999999999, 581.1959999999999, 965.2004999999999]|11/29/17 00:12:27
Umpqua|3|20000|357.370437374|88.0339948282|87.9743578876|0.0596360872596|0.0489378411735|[2, 0, 6]|15|Risk-based|19979.2246833|20.7753166565|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[615.7909999999999, 581.1959999999999, 965.2004999999999]|11/29/17 00:13:55
Umpqua|3|20000|357.050388124|90.7846478419|90.7240363941|0.0606100255916|0.0501003662794|[2, 0, 6]|15|Risk-based|19979.2246833|20.7753166565|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[615.7909999999999, 581.1959999999999, 965.2004999999999]|11/29/17 00:15:26
Umpqua|3|20000|357.773917233|90.9416038068|90.8813607147|0.0602413853817|0.0497468016338|[2, 0, 6]|15|Risk-based|19979.2246833|20.7753166565|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[615.7909999999999, 581.1959999999999, 965.2004999999999]|11/29/17 00:16:57
Umpqua|3|20000|357.562610235|91.6181513205|91.5356217092|0.0825281891716|0.068906705867|[6, 0, 6]|20|Risk-based|19884.94885|115.051150008|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[615.7909999999999, 581.1959999999999, 965.2004999999999]|11/29/17 00:18:29
Umpqua|3|20000|357.164271136|91.3455029166|91.2702579315|0.0752432783606|0.061188301476|[6, 0, 6]|20|Risk-based|19884.94885|115.051150008|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[615.7909999999999, 581.1959999999999, 965.2004999999999]|11/29/17 00:20:00
Umpqua|3|20000|357.41290186|89.6068440786|89.4781553654|0.128686722097|0.114842803111|[6, 0, 6]|20|Risk-based|19884.94885|115.051150008|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[615.7909999999999, 581.1959999999999, 965.2004999999999]|11/29/17 00:21:30
Umpqua|3|20000|357.622009925|91.3540846103|91.2813282312|0.0727552413896|0.0590839802785|[6, 0, 6]|20|Risk-based|19884.94885|115.051150008|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[615.7909999999999, 581.1959999999999, 965.2004999999999]|11/29/17 00:23:01
Umpqua|3|20000|357.410917356|90.7532380463|90.6153663234|0.137870300655|0.124300017379|[6, 0, 6]|20|Risk-based|19884.94885|115.051150008|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[615.7909999999999, 581.1959999999999, 965.2004999999999]|11/29/17 00:24:32
Umpqua|3|40000|293.006223874|91.0565766011|91.0513541981|0.00522126519263|0.0027517171211|[0, 0, 1]|2|Risk-based|38442.7840459|1557.21595412|39.8288066012|[0.0, 39.8288066012]|[615.7909999999999, 581.1959999999999, 965.2004999999999]|11/29/17 00:26:03
Umpqua|3|40000|293.199803835|90.890853769|90.885438797|0.00541354974666|0.00281657049118|[0, 0, 1]|2|Risk-based|38442.7840459|1557.21595412|39.8288066012|[0.0, 39.8288066012]|[615.7909999999999, 581.1959999999999, 965.2004999999999]|11/29/17 00:27:34
Umpqua|3|40000|292.215662569|89.1857625235|89.1804482449|0.00531314080035|0.00271900599091|[0, 0, 1]|2|Risk-based|38442.7840459|1557.21595412|39.8288066012|[0.0, 39.8288066012]|[615.7909999999999, 581.1959999999999, 965.2004999999999]|11/29/17 00:29:03
Umpqua|3|40000|292.555158852|90.7630616252|90.7576384043|0.0054220830848|0.00283790383673|[0, 0, 1]|2|Risk-based|38442.7840459|1557.21595412|39.8288066012|[0.0, 39.8288066012]|[615.7909999999999, 581.1959999999999, 965.2004999999999]|11/29/17 00:30:34
Umpqua|3|40000|292.752980978|90.2478650299|90.2424079601|0.00545593199286|0.00291043721109|[0, 0, 1]|2|Risk-based|38442.7840459|1557.21595412|39.8288066012|[0.0, 39.8288066012]|[615.7909999999999, 581.1959999999999, 965.2004999999999]|11/29/17 00:32:04
Umpqua|3|40000|253.888111844|91.0354858869|91.013910479|0.0215739856062|0.0171375030827|[3, 2, 1]|5|Risk-based|39579.5330365|420.466963514|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[615.7909999999999, 581.1959999999999, 965.2004999999999]|11/29/17 00:33:35
Umpqua|3|40000|253.409108905|91.64444538|91.6233430035|0.0211009542263|0.0166593516992|[3, 2, 1]|5|Risk-based|39579.5330365|420.466963514|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[615.7909999999999, 581.1959999999999, 965.2004999999999]|11/29/17 00:35:07
Umpqua|3|40000|253.603377598|89.3714752691|89.3447644984|0.0267096329726|0.0223132571382|[3, 2, 1]|5|Risk-based|39579.5330365|420.466963514|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[615.7909999999999, 581.1959999999999, 965.2004999999999]|11/29/17 00:36:36
Umpqua|3|40000|253.866107313|91.1186884942|91.0926069149|0.0260804415034|0.0216502167609|[3, 2, 1]|5|Risk-based|39579.5330365|420.466963514|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[615.7909999999999, 581.1959999999999, 965.2004999999999]|11/29/17 00:38:07
Umpqua|3|40000|253.451080141|91.2485573681|91.2275391872|0.0210170430673|0.0165652005348|[3, 2, 1]|5|Risk-based|39579.5330365|420.466963514|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[615.7909999999999, 581.1959999999999, 965.2004999999999]|11/29/17 00:39:38
Umpqua|3|40000|242.307198875|90.9081056188|90.8651010077|0.0430034733531|0.0355180290949|[4, 3, 5]|10|Risk-based|39973.7591174|26.2408825979|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[615.7909999999999, 581.1959999999999, 965.2004999999999]|11/29/17 00:41:09
Umpqua|3|40000|242.602751668|91.6321730174|91.5879418811|0.0442297140507|0.0368270431727|[4, 3, 5]|10|Risk-based|39973.7591174|26.2408825979|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[615.7909999999999, 581.1959999999999, 965.2004999999999]|11/29/17 00:42:41
Umpqua|3|40000|242.874557832|89.4923153023|89.441793958|0.0505199220734|0.0432102645818|[4, 3, 5]|10|Risk-based|39973.7591174|26.2408825979|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[615.7909999999999, 581.1959999999999, 965.2004999999999]|11/29/17 00:44:11
Umpqua|3|40000|242.153564487|91.1632643773|91.1221146295|0.0411486100757|0.0336947391684|[4, 3, 5]|10|Risk-based|39973.7591174|26.2408825979|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[615.7909999999999, 581.1959999999999, 965.2004999999999]|11/29/17 00:45:42
Umpqua|3|40000|242.293977921|91.3450244807|91.2828491565|0.0621588264726|0.0547208844637|[4, 3, 5]|10|Risk-based|39973.7591174|26.2408825979|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[615.7909999999999, 581.1959999999999, 965.2004999999999]|11/29/17 00:47:13
Umpqua|3|40000|242.866030375|91.0109556685|90.9341914648|0.0767627814471|0.066120286504|[7, 5, 7]|15|Risk-based|39751.767732|248.232267968|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[615.7909999999999, 581.1959999999999, 965.2004999999999]|11/29/17 00:48:44
