Started 11/28/17 23:46:38 in McCain 321
Landscape|Landowners|Budget|Expected Damage|Total Run Time|Second Stage Time|Create Model Time|Optimize Time|Allocation|Levels|Allocation Method|Total Budget Used|Remaining Budget|Maximum Amount Offered|Level Amounts|Area of Each Landowner|Time Completed
Umpqua|4|20000|353.46032587|184.879283416|184.145586429|0.733695848501|0.702749982009|[0, 9, 0, 8]|20|Risk-based|19986.4766705|13.5233294757|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 04:09:15
Umpqua|4|20000|353.59037717|185.500973227|184.535213531|0.965758558299|0.934926754093|[0, 9, 0, 8]|20|Risk-based|19986.4766705|13.5233294757|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 04:12:21
Umpqua|4|40000|361.444885479|184.269687051|184.260981624|0.00870428939743|0.00390115777554|[0, 0, 0, 1]|2|Risk-based|23286.1308378|16713.8691622|39.8288066012|[0.0, 39.8288066012]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 04:15:25
Umpqua|4|40000|361.388577682|181.034724998|181.025678237|0.00904533848006|0.00414890902721|[0, 0, 0, 1]|2|Risk-based|23286.1308378|16713.8691622|39.8288066012|[0.0, 39.8288066012]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 04:18:26
Umpqua|4|40000|361.648920101|181.761837376|181.752938526|0.00889714283767|0.0040001444977|[0, 0, 0, 1]|2|Risk-based|23286.1308378|16713.8691622|39.8288066012|[0.0, 39.8288066012]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 04:21:28
Umpqua|4|40000|361.708010515|182.497869937|182.48899498|0.00887381838038|0.00389404665839|[0, 0, 0, 1]|2|Risk-based|23286.1308378|16713.8691622|39.8288066012|[0.0, 39.8288066012]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 04:24:30
Umpqua|4|40000|361.099788996|184.778552478|184.769759158|0.00879246722252|0.00388522887442|[0, 0, 0, 1]|2|Risk-based|23286.1308378|16713.8691622|39.8288066012|[0.0, 39.8288066012]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 04:27:35
Umpqua|4|40000|248.008090008|184.405017546|184.330452952|0.0745631713071|0.0652322504429|[0, 2, 2, 3]|5|Risk-based|38959.4881325|1040.51186748|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 04:30:40
Umpqua|4|40000|248.30210298|182.874354844|182.796176951|0.0781764711428|0.0688765547384|[0, 2, 2, 3]|5|Risk-based|38959.4881325|1040.51186748|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 04:33:42
Umpqua|4|40000|247.773989784|184.488519958|184.412626155|0.0758926653943|0.0667881624395|[0, 2, 2, 3]|5|Risk-based|38959.4881325|1040.51186748|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 04:36:47
Umpqua|4|40000|248.218986722|184.538665835|184.45647642|0.0821879934228|0.0729475259432|[0, 2, 2, 3]|5|Risk-based|38959.4881325|1040.51186748|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 04:39:51
Umpqua|4|40000|248.18137437|181.351138902|181.275835037|0.0752890739423|0.0660210153364|[0, 2, 2, 3]|5|Risk-based|38959.4881325|1040.51186748|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 04:42:53
Umpqua|4|40000|241.629724592|183.019331993|182.777011642|0.242318360077|0.226135453093|[6, 5, 4, 2]|10|Risk-based|39897.2103638|102.789636174|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 04:45:56
Umpqua|4|40000|241.459927853|183.884080005|183.628530704|0.255547878711|0.239000029298|[6, 5, 4, 2]|10|Risk-based|39897.2103638|102.789636174|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 04:49:00
Umpqua|4|40000|241.51389913|183.957829665|183.581717664|0.3761111473|0.359818444696|[6, 5, 4, 2]|10|Risk-based|39897.2103638|102.789636174|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 04:52:04
Umpqua|4|40000|241.081607012|183.405936018|182.899405596|0.506528999271|0.490260474457|[6, 5, 4, 2]|10|Risk-based|39897.2103638|102.789636174|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 04:55:07
Umpqua|4|40000|241.422495627|182.974542777|182.692767967|0.281773386967|0.26540416876|[6, 5, 4, 2]|10|Risk-based|39897.2103638|102.789636174|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 04:58:10
Umpqua|4|40000|236.560291952|185.001516943|184.129119362|0.87239615852|0.848928625168|[7, 6, 6, 7]|15|Risk-based|39987.9753145|12.0246855052|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 05:01:15
Umpqua|4|40000|236.809559527|183.410774136|182.669035332|0.741737097524|0.718595253245|[7, 6, 6, 7]|15|Risk-based|39987.9753145|12.0246855052|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 05:04:19
Umpqua|4|40000|236.465775278|184.652225509|183.603886424|1.04833680972|1.02499044977|[6, 7, 7, 6]|15|Risk-based|39978.1333319|21.8666681078|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 05:07:23
Umpqua|4|40000|237.07538468|185.271549026|184.057255855|1.21429174858|1.19101109533|[7, 6, 6, 7]|15|Risk-based|39987.9753145|12.0246855052|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 05:10:29
Umpqua|4|40000|236.838511186|182.76228822|182.074165518|0.688121280356|0.664807062647|[7, 6, 6, 7]|15|Risk-based|39987.9753145|12.0246855052|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 05:13:31
Umpqua|4|40000|237.65427366|185.568516021|183.997367181|1.57114741825|1.54079746321|[7, 9, 9, 10]|20|Risk-based|39929.441418|70.5585820366|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 05:16:37
Umpqua|4|40000|237.289192967|185.733765822|183.415698441|2.31806567428|2.28749157688|[7, 9, 9, 10]|20|Risk-based|39929.441418|70.5585820366|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 05:19:43
Umpqua|4|40000|237.079801298|185.196273889|182.514503973|2.68176849452|2.65090113473|[7, 9, 9, 10]|20|Risk-based|39929.441418|70.5585820366|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 05:22:48
Umpqua|4|40000|237.316192036|184.659143486|182.949894514|1.7092472657|1.67868625277|[7, 9, 9, 10]|20|Risk-based|39929.441418|70.5585820366|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 05:25:53
Umpqua|4|40000|237.498552062|185.551853825|183.138258852|2.41359355085|2.38279047554|[7, 9, 9, 10]|20|Risk-based|39929.441418|70.5585820366|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 05:28:58
Umpqua|4|60000|252.60416613|181.898965845|181.878607006|0.0203577004686|0.0155107643805|[0, 1, 0, 1]|2|Risk-based|44781.020842|15218.979158|39.8288066012|[0.0, 39.8288066012]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 05:32:00
Umpqua|4|60000|252.262695025|182.629353318|182.608606213|0.0207459673584|0.0159687201958|[0, 1, 0, 1]|2|Risk-based|44781.020842|15218.979158|39.8288066012|[0.0, 39.8288066012]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 05:35:03
Umpqua|4|60000|253.054622012|184.24085091|184.219809405|0.0210406519727|0.016125164726|[0, 1, 0, 1]|2|Risk-based|44781.020842|15218.979158|39.8288066012|[0.0, 39.8288066012]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 05:38:07
Umpqua|4|60000|252.295948988|184.323607509|184.303791106|0.0198146957191|0.0149464262795|[0, 1, 0, 1]|2|Risk-based|44781.020842|15218.979158|39.8288066012|[0.0, 39.8288066012]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 05:41:11
Umpqua|4|60000|252.728899668|183.278797812|183.260121179|0.0186752106238|0.0137440789331|[0, 1, 0, 1]|2|Risk-based|44781.020842|15218.979158|39.8288066012|[0.0, 39.8288066012]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 05:44:15
Umpqua|4|60000|140.211984262|182.647525631|182.547481343|0.100042296912|0.0907494916246|[2, 3, 3, 3]|5|Risk-based|59627.651598|372.348401953|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 05:47:17
Umpqua|4|60000|140.05770189|184.059510647|183.992633738|0.066875486933|0.0575192504984|[2, 3, 3, 3]|5|Risk-based|59627.651598|372.348401953|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 05:50:21
Umpqua|4|60000|141.026079312|183.880056536|183.81574418|0.0643112188081|0.0549987868435|[2, 3, 3, 3]|5|Risk-based|59627.651598|372.348401953|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 05:53:25
Umpqua|4|60000|140.701741226|183.912382243|183.845508748|0.066872358042|0.057572157195|[2, 3, 3, 3]|5|Risk-based|59627.651598|372.348401953|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 05:56:29
Umpqua|4|60000|141.089413|182.167450264|182.101089906|0.0663461355216|0.0569514990675|[2, 3, 3, 3]|5|Risk-based|59627.651598|372.348401953|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 05:59:31
Umpqua|4|60000|136.844560461|182.674060046|182.447224006|0.226834617933|0.210413630812|[6, 6, 6, 7]|10|Risk-based|59998.9130529|1.08694710883|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 06:02:34
Umpqua|4|60000|136.987924037|184.011905429|183.803589008|0.208314998508|0.191328819954|[6, 6, 6, 7]|10|Risk-based|59998.9130529|1.08694710883|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 06:05:38
Umpqua|4|60000|136.844150454|183.698282495|183.4729981|0.225283257048|0.208774092102|[6, 6, 6, 7]|10|Risk-based|59998.9130529|1.08694710883|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 06:08:42
Umpqua|4|60000|136.858028704|183.976849338|183.684560603|0.2922870285|0.275986645895|[6, 6, 6, 7]|10|Risk-based|59998.9130529|1.08694710883|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 06:11:46
Umpqua|4|60000|136.720723975|183.057623357|182.873607608|0.184014326904|0.167567455326|[6, 6, 6, 7]|10|Risk-based|59998.9130529|1.08694710883|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 06:14:49
Umpqua|4|60000|136.676651801|183.92361297|183.03861108|0.885000467912|0.861428258948|[10, 10, 9, 10]|15|Risk-based|59977.0419804|22.9580195591|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 06:17:53
Umpqua|4|60000|136.519287138|184.566241887|183.970801477|0.595438987628|0.572193036624|[10, 10, 9, 10]|15|Risk-based|59977.0419804|22.9580195591|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 06:20:58
Umpqua|4|60000|137.026161215|184.843550631|184.090973918|0.752575290353|0.728792023492|[10, 10, 9, 10]|15|Risk-based|59977.0419804|22.9580195591|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 06:24:02
Umpqua|4|60000|136.440206445|183.367204902|182.777595038|0.589608157643|0.566382686655|[10, 10, 9, 10]|15|Risk-based|59977.0419804|22.9580195591|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 06:27:06
Umpqua|4|60000|136.353190094|182.460827853|181.608862782|0.851963364672|0.828456577969|[10, 10, 9, 10]|15|Risk-based|59977.0419804|22.9580195591|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 06:30:08
Umpqua|4|60000|136.60117494|185.269869096|184.012611989|1.25725511524|1.22611013752|[14, 13, 13, 13]|20|Risk-based|59966.6819988|33.3180012461|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 06:33:14
Umpqua|4|60000|136.434881992|185.251616285|184.104823526|1.14679162129|1.11651163962|[14, 13, 13, 13]|20|Risk-based|59966.6819988|33.3180012461|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 06:36:19
Umpqua|4|60000|136.463718493|183.917861784|182.417056095|1.50080426712|1.47051660545|[14, 13, 13, 13]|20|Risk-based|59966.6819988|33.3180012461|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 06:39:23
Umpqua|4|60000|136.59486123|186.182387588|183.300919069|2.88146709701|2.82415975774|[14, 13, 13, 13]|20|Risk-based|59966.6819988|33.3180012461|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 06:42:29
Umpqua|4|60000|136.528393892|184.289219009|182.262445376|2.02677192634|1.99591139323|[14, 13, 13, 13]|20|Risk-based|59966.6819988|33.3180012461|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 06:45:33
Umpqua|4|80000|144.585023423|184.232698159|184.210791089|0.0219056480164|0.0170058052317|[0, 1, 1, 1]|2|Risk-based|66275.9108461|13724.0891539|39.8288066012|[0.0, 39.8288066012]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 06:48:38
Umpqua|4|80000|144.723973073|185.85409869|185.833112083|0.0209851852705|0.0160443824607|[0, 1, 1, 1]|2|Risk-based|66275.9108461|13724.0891539|39.8288066012|[0.0, 39.8288066012]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 06:51:43
Umpqua|4|80000|145.48206387|189.540829605|189.518514073|0.0223141104725|0.0169073873985|[0, 1, 1, 1]|2|Risk-based|66275.9108461|13724.0891539|39.8288066012|[0.0, 39.8288066012]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 06:54:53
Umpqua|4|80000|144.888362432|182.992964263|182.971366953|0.0215953189509|0.0167697162069|[0, 1, 1, 1]|2|Risk-based|66275.9108461|13724.0891539|39.8288066012|[0.0, 39.8288066012]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 06:57:56
Umpqua|4|80000|145.227921122|182.543860932|182.522057115|0.0218029635143|0.0168795118225|[0, 1, 1, 1]|2|Risk-based|66275.9108461|13724.0891539|39.8288066012|[0.0, 39.8288066012]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 07:00:59
Umpqua|4|80000|87.0010770351|184.194278511|184.134582974|0.0596941139593|0.0502824108298|[3, 4, 3, 4]|5|Risk-based|75783.2660403|4216.73395973|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 07:04:03
Umpqua|4|80000|87.0239263729|184.914550565|184.855786585|0.0587628423164|0.0494356192357|[3, 4, 3, 4]|5|Risk-based|75783.2660403|4216.73395973|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 07:07:08
Umpqua|4|80000|86.663447851|183.791906299|183.72688596|0.0650189169901|0.0555545916031|[3, 4, 3, 4]|5|Risk-based|75783.2660403|4216.73395973|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 07:10:12
Umpqua|4|80000|86.6224727093|184.2805864|184.222846136|0.0577391261795|0.0483760630777|[3, 4, 3, 4]|5|Risk-based|75783.2660403|4216.73395973|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 07:13:16
Umpqua|4|80000|87.1363664428|184.285196962|184.224645248|0.0605500077763|0.051242980262|[3, 4, 3, 4]|5|Risk-based|75783.2660403|4216.73395973|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 07:16:20
Umpqua|4|80000|75.3024770149|183.231247207|183.086623338|0.144622446718|0.128361601914|[8, 8, 8, 9]|10|Risk-based|79136.1014469|863.898553102|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 07:19:23
Umpqua|4|80000|74.8330138498|184.589593935|184.406846809|0.182745988404|0.166478885818|[8, 8, 8, 9]|10|Risk-based|79136.1014469|863.898553102|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 07:22:28
Umpqua|4|80000|75.1255104827|182.274593436|182.150165988|0.124426026341|0.107889270264|[8, 8, 8, 9]|10|Risk-based|79136.1014469|863.898553102|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 07:25:30
Umpqua|4|80000|74.979300449|183.009344859|182.875051449|0.134292271952|0.117828049257|[8, 8, 8, 9]|10|Risk-based|79136.1014469|863.898553102|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[498.16799999999995, 539.682, 539.682, 584.6555]|11/29/17 07:28:33
