Started 11/01/17 10:17:27 in McCain 321
Landowners|Budget|Expected Damage|Total Run Time|Second Stage Time|Create Model Time|Optimize Time|Allocation|Levels|Allocation Method|Total Budget Used|Remaining Budget|Maximum Amount Offered|Level Amounts|Area of Each Landowner
3|40000|88.7227855082|84.97073065|84.8642965984|0.106432344993|0.092991768458|[0, 14, 12]|20|Risk-based|39218.7466742|781.253325764|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]
3|40000|88.2185843376|84.9097699042|84.8063125654|0.103456201077|0.0902403357813|[0, 14, 12]|20|Risk-based|39218.7466742|781.253325764|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]
3|60000|65.6900494487|84.3299295744|84.3202507777|0.0096773743935|0.00724992412415|[0, 1, 1]|2|Risk-based|57319.7066777|2680.29332227|39.8288066012|[0.0, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]
3|60000|65.6217107971|85.9747168567|85.9648708067|0.00984434337806|0.00739868865367|[0, 1, 1]|2|Risk-based|57319.7066777|2680.29332227|39.8288066012|[0.0, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]
3|60000|65.7599453693|85.1854940077|85.1757611667|0.00973113442524|0.00725333745959|[0, 1, 1]|2|Risk-based|57319.7066777|2680.29332227|39.8288066012|[0.0, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]
3|60000|66.5708100502|85.3514401288|85.3418856345|0.00955307210188|0.00711765738197|[0, 1, 1]|2|Risk-based|57319.7066777|2680.29332227|39.8288066012|[0.0, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]
3|60000|65.9144083827|85.7232541715|85.713512797|0.00974023665185|0.00727495525007|[0, 1, 1]|2|Risk-based|57319.7066777|2680.29332227|39.8288066012|[0.0, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]
3|60000|58.5770945796|88.0193041176|87.9963033579|0.0229993375287|0.0187301084325|[2, 3, 3]|5|Risk-based|57388.6005559|2611.39944405|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]
3|60000|58.4780244217|84.1095694846|84.0855495598|0.0240185025523|0.0198823935334|[2, 3, 3]|5|Risk-based|57388.6005559|2611.39944405|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]
3|60000|58.6048520173|86.13669014|86.1133713712|0.0233173465977|0.0190919219722|[2, 3, 3]|5|Risk-based|57388.6005559|2611.39944405|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]
3|60000|58.792746264|86.3080418464|86.2841112372|0.0239291869466|0.0195908378118|[2, 3, 3]|5|Risk-based|57388.6005559|2611.39944405|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]
3|60000|58.5855216101|85.3116815995|85.2885599508|0.0231207953748|0.018801219584|[2, 3, 3]|5|Risk-based|57388.6005559|2611.39944405|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[723.0355, 719.5759999999999, 719.5759999999999]
3|60000|58.8270737038|86.9545938231|86.8979731331|0.0566064677587|0.0492268368935|[5, 7, 6]|10|Risk-based|57396.2554313|2603.74456869|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[723.0355, 719.5759999999999, 719.5759999999999]
3|60000|58.8580266897|85.3094674827|85.2615610377|0.0479044539188|0.040472485246|[5, 7, 6]|10|Risk-based|57396.2554313|2603.74456869|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[723.0355, 719.5759999999999, 719.5759999999999]
3|60000|58.703247925|82.9136372131|82.8732375457|0.0403985296489|0.0330541699159|[5, 7, 6]|10|Risk-based|57396.2554313|2603.74456869|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[723.0355, 719.5759999999999, 719.5759999999999]
3|60000|58.5516391103|84.3161189354|84.2686772728|0.0474402403215|0.0401325739422|[5, 7, 6]|10|Risk-based|57396.2554313|2603.74456869|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[723.0355, 719.5759999999999, 719.5759999999999]
3|60000|58.8208439659|84.8073192148|84.7676303745|0.0396874181333|0.0323880006481|[5, 7, 6]|10|Risk-based|57396.2554313|2603.74456869|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[723.0355, 719.5759999999999, 719.5759999999999]
3|60000|55.7565574975|84.5825721359|84.5061475591|0.0764231545872|0.0653960905365|[8, 11, 10]|15|Risk-based|59445.5749199|554.425080101|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]
3|60000|55.5940703696|85.0083456047|84.9382459382|0.0700979598787|0.0595902916775|[8, 11, 10]|15|Risk-based|59445.5749199|554.425080101|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]
3|60000|55.5349072338|83.4930198716|83.3953142871|0.0977044466945|0.08723916074|[8, 11, 10]|15|Risk-based|59445.5749199|554.425080101|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]
3|60000|55.8337483645|84.6797025733|84.5932968353|0.0864043158208|0.0760098565743|[8, 11, 10]|15|Risk-based|59445.5749199|554.425080101|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]
3|60000|55.4456512218|85.7860490161|85.7181711463|0.0678761630588|0.0575496860729|[8, 11, 10]|15|Risk-based|59445.5749199|554.425080101|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[723.0355, 719.5759999999999, 719.5759999999999]
