Started 11/01/17 10:17:27 in McCain 321
Landowners|Budget|Expected Damage|Total Run Time|Second Stage Time|Create Model Time|Optimize Time|Allocation|Levels|Allocation Method|Total Budget Used|Remaining Budget|Maximum Amount Offered|Level Amounts|Area of Each Landowner
4|100000|26.115079329|173.623810346|173.507150226|0.116658697476|0.100676323942|[9, 9, 9, 9]|10|Risk-based|86117.347773|13882.652227|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[543.1415, 539.682, 539.682, 539.682]
4|100000|25.930586206|170.479197855|170.388266888|0.0909298295046|0.0749744782079|[9, 9, 9, 9]|10|Risk-based|86117.347773|13882.652227|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[543.1415, 539.682, 539.682, 539.682]
4|100000|25.8556907191|172.379759718|172.261079473|0.118678538627|0.102604289481|[9, 9, 9, 9]|10|Risk-based|86117.347773|13882.652227|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[543.1415, 539.682, 539.682, 539.682]
4|100000|25.9345798558|172.435274772|172.206845273|0.22842693884|0.205477094671|[14, 14, 14, 14]|15|Risk-based|86117.347773|13882.652227|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[543.1415, 539.682, 539.682, 539.682]
4|100000|26.118348735|171.790425481|171.580142979|0.210281079624|0.187250737636|[14, 14, 14, 14]|15|Risk-based|86117.347773|13882.652227|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[543.1415, 539.682, 539.682, 539.682]
4|100000|26.051639518|172.943534332|172.713902202|0.22962928619|0.206725806493|[14, 14, 14, 14]|15|Risk-based|86117.347773|13882.652227|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[543.1415, 539.682, 539.682, 539.682]
4|100000|25.8521333346|170.697165766|170.500660338|0.19650315179|0.173207707427|[14, 14, 14, 14]|15|Risk-based|86117.347773|13882.652227|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[543.1415, 539.682, 539.682, 539.682]
4|100000|26.0064149458|173.264222586|173.068020661|0.196200502727|0.173064916231|[14, 14, 14, 14]|15|Risk-based|86117.347773|13882.652227|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[543.1415, 539.682, 539.682, 539.682]
4|100000|26.0845803645|173.021278163|172.751987343|0.269289113196|0.239572047401|[19, 19, 19, 19]|20|Risk-based|86117.347773|13882.652227|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[543.1415, 539.682, 539.682, 539.682]
4|100000|26.099328381|173.228147045|172.923969095|0.304175675265|0.274118129277|[19, 19, 19, 19]|20|Risk-based|86117.347773|13882.652227|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[543.1415, 539.682, 539.682, 539.682]
4|100000|25.9917769708|173.373881955|173.036896163|0.336984369485|0.306884156806|[19, 19, 19, 19]|20|Risk-based|86117.347773|13882.652227|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[543.1415, 539.682, 539.682, 539.682]
4|100000|25.9658172766|171.652321367|171.321905961|0.330413983524|0.299889948379|[19, 19, 19, 19]|20|Risk-based|86117.347773|13882.652227|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[543.1415, 539.682, 539.682, 539.682]
4|100000|26.1134128396|173.287788821|173.01114454|0.276642859604|0.246551180258|[19, 19, 19, 19]|20|Risk-based|86117.347773|13882.652227|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[543.1415, 539.682, 539.682, 539.682]
5|20000|135.577246958|345.506820839|345.490351497|0.016468489368|0.0065732304065|[0, 0, 0, 1, 0]|2|Risk-based|17223.4695546|2776.53044539|39.8288066012|[0.0, 39.8288066012]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|20000|135.326305536|344.734605502|344.717882435|0.0167216450718|0.00687673279754|[0, 0, 0, 1, 0]|2|Risk-based|17223.4695546|2776.53044539|39.8288066012|[0.0, 39.8288066012]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|20000|135.023515478|345.36942101|345.352767916|0.016651956139|0.00660651042563|[0, 0, 0, 1, 0]|2|Risk-based|17223.4695546|2776.53044539|39.8288066012|[0.0, 39.8288066012]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|20000|135.481365397|339.42401105|339.407580961|0.0164283826743|0.00657180818234|[0, 0, 0, 1, 0]|2|Risk-based|17223.4695546|2776.53044539|39.8288066012|[0.0, 39.8288066012]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|20000|135.523189323|344.158233974|344.141776578|0.0164556893651|0.00655331928283|[0, 0, 0, 1, 0]|2|Risk-based|17223.4695546|2776.53044539|39.8288066012|[0.0, 39.8288066012]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|20000|128.83619973|346.339334451|346.149126058|0.190206970423|0.170164719028|[0, 0, 2, 2, 0]|5|Risk-based|17223.4695546|2776.53044539|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|20000|128.40120687|345.642289574|345.448700557|0.193587310132|0.173731085495|[0, 0, 2, 2, 0]|5|Risk-based|17223.4695546|2776.53044539|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|20000|128.822010736|344.886239509|344.699313038|0.186925048562|0.167220432908|[0, 0, 2, 2, 0]|5|Risk-based|17223.4695546|2776.53044539|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|20000|128.662531382|349.180213578|348.982792524|0.197419632314|0.177451620948|[0, 0, 2, 2, 0]|5|Risk-based|17223.4695546|2776.53044539|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|20000|128.718450657|347.686594666|347.45818451|0.228408165494|0.182511606057|[0, 0, 2, 2, 0]|5|Risk-based|17223.4695546|2776.53044539|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|20000|124.047750969|346.688918579|345.506028377|1.18288764181|1.14700922141|[0, 0, 5, 5, 0]|10|Risk-based|19137.188394|862.811605993|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|20000|123.756176992|347.344530969|346.162022208|1.18250705493|1.14655268782|[0, 0, 5, 5, 0]|10|Risk-based|19137.188394|862.811605993|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|20000|123.86519929|346.142458392|345.131837231|1.01060295715|0.974784270096|[0, 0, 5, 5, 0]|10|Risk-based|19137.188394|862.811605993|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|20000|123.986314085|346.971836286|345.694655542|1.27717875324|1.24097407487|[0, 0, 5, 5, 0]|10|Risk-based|19137.188394|862.811605993|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|20000|123.67916173|349.736343459|348.388267741|1.34807401135|1.31168472843|[0, 0, 5, 5, 0]|10|Risk-based|19137.188394|862.811605993|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|20000|122.573919608|348.491314626|343.34345776|5.14785515967|5.09582426785|[0, 0, 8, 8, 0]|15|Risk-based|19683.9652053|316.034794736|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|20000|122.743162645|345.303000066|341.39310529|3.90989335319|3.85706288758|[0, 0, 8, 8, 0]|15|Risk-based|19683.9652053|316.034794736|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|20000|122.400711444|350.110100543|346.15165534|3.95844349636|3.90595066649|[0, 0, 8, 8, 0]|15|Risk-based|19683.9652053|316.034794736|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|20000|122.2266858|349.145207265|345.610539014|3.53466625972|3.48212166093|[0, 0, 8, 8, 0]|15|Risk-based|19683.9652053|316.034794736|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|20000|122.53393582|347.107181572|342.260641997|4.84653786825|4.79441453193|[0, 0, 8, 8, 0]|15|Risk-based|19683.9652053|316.034794736|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|20000|121.639763009|351.619322095|344.94642429|6.6728963828|6.60327657431|[0, 0, 11, 11, 0]|20|Risk-based|19942.9647474|57.035252561|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|20000|121.785719947|352.302666128|345.161498545|7.14116530697|7.06877159468|[0, 0, 11, 11, 0]|20|Risk-based|19942.9647474|57.035252561|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|20000|121.935376471|354.848670918|346.193055114|8.65561381297|8.56000003414|[0, 0, 11, 11, 0]|20|Risk-based|19942.9647474|57.035252561|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|20000|122.143311497|351.808451304|345.314956979|6.49349261852|6.39703233253|[0, 0, 11, 11, 0]|20|Risk-based|19942.9647474|57.035252561|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|20000|122.039765949|350.704596312|343.096637495|7.60795739475|7.53822153285|[0, 0, 11, 11, 0]|20|Risk-based|19942.9647474|57.035252561|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|40000|98.1632954753|345.781526347|345.737337024|0.0441881851366|0.0342312016946|[0, 0, 1, 1, 0]|2|Risk-based|34446.9391092|5553.06089079|39.8288066012|[0.0, 39.8288066012]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|40000|98.3815107663|348.921552738|348.875475556|0.0460757595429|0.0361733894679|[0, 0, 1, 1, 0]|2|Risk-based|34446.9391092|5553.06089079|39.8288066012|[0.0, 39.8288066012]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|40000|98.5962533732|344.862567175|344.816361993|0.0462040440616|0.036303380657|[0, 0, 1, 1, 0]|2|Risk-based|34446.9391092|5553.06089079|39.8288066012|[0.0, 39.8288066012]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|40000|98.8071806857|343.889405377|343.845318739|0.0440846472993|0.0341273794111|[0, 0, 1, 1, 0]|2|Risk-based|34446.9391092|5553.06089079|39.8288066012|[0.0, 39.8288066012]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|40000|99.1341093751|346.337238947|346.291990068|0.0452471724057|0.0352469533827|[0, 0, 1, 1, 0]|2|Risk-based|34446.9391092|5553.06089079|39.8288066012|[0.0, 39.8288066012]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|40000|85.8997998569|346.996474309|346.505501585|0.490971017083|0.470878134547|[0, 2, 3, 3, 1]|5|Risk-based|38752.8064979|1247.19350214|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|40000|86.0695076395|346.624724835|346.199445731|0.425277681934|0.405235714978|[0, 2, 3, 3, 1]|5|Risk-based|38752.8064979|1247.19350214|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|40000|86.0439105576|341.852696947|341.509031827|0.343663413281|0.324034459896|[0, 2, 3, 3, 1]|5|Risk-based|38752.8064979|1247.19350214|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|40000|86.2344570781|344.923731014|344.442823932|0.480905944692|0.46114415567|[0, 2, 3, 3, 1]|5|Risk-based|38752.8064979|1247.19350214|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|40000|86.3809943085|344.995490984|344.616803622|0.378685939868|0.359163937661|[0, 2, 3, 3, 1]|5|Risk-based|38752.8064979|1247.19350214|39.8288066012|[0.0, 9.9572016503, 19.9144033006, 29.8716049509, 39.8288066012]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|40000|86.8795363163|348.987100722|346.008261125|2.97883732129|2.94298592312|[0, 4, 6, 6, 4]|10|Risk-based|38274.376788|1725.62321199|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|40000|86.8193522653|349.475292146|345.110702427|4.3645882963|4.32825476452|[0, 4, 6, 6, 4]|10|Risk-based|38274.376788|1725.62321199|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|40000|86.7869259029|348.736353414|345.738008029|2.9983439635|2.96252157867|[0, 4, 6, 6, 4]|10|Risk-based|38274.376788|1725.62321199|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|40000|86.7229440463|350.019044989|346.117207391|3.90183589082|3.86592020817|[0, 4, 6, 6, 4]|10|Risk-based|38274.376788|1725.62321199|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|40000|86.9719910378|351.587024547|348.0382962|3.5487269255|3.51275435392|[0, 4, 6, 6, 4]|10|Risk-based|38274.376788|1725.62321199|39.8288066012|[0.0, 4.4254229556888891, 8.8508459113777782, 13.276268867066667, 17.701691822755556, 22.127114778444444, 26.552537734133331, 30.977960689822218, 35.403383645511106, 39.828806601199993]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|40000|84.7183736521|355.13314084|346.646834999|8.48630441888|8.4102078067|[0, 7, 9, 10, 6]|15|Risk-based|39367.9304105|632.069589471|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|40000|84.7711930982|355.396565274|345.787407524|9.60915604432|9.55689418348|[0, 7, 9, 10, 6]|15|Risk-based|39367.9304105|632.069589471|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|40000|85.1133864993|359.074311722|343.059895216|16.0144147993|15.9624462009|[0, 7, 9, 10, 6]|15|Risk-based|39367.9304105|632.069589471|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|40000|84.5881328277|356.938161174|347.471292001|9.46686575893|9.41374658205|[0, 7, 9, 10, 6]|15|Risk-based|39367.9304105|632.069589471|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|40000|84.7702391074|355.041957286|345.839021704|9.20293387544|9.15102700147|[0, 7, 9, 10, 6]|15|Risk-based|39367.9304105|632.069589471|39.8288066012|[0.0, 2.8449147572285716, 5.6898295144571431, 8.5347442716857138, 11.379659028914286, 14.224573786142859, 17.069488543371431, 19.914403300600004, 22.759318057828576, 25.604232815057149, 28.449147572285721, 31.294062329514293, 34.138977086742862, 36.983891843971435, 39.828806601200007]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|40000|83.884206401|496.241171195|345.53008983|150.711077667|150.641621983|[0, 10, 13, 13, 8]|20|Risk-based|39885.9294949|114.070505122|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|40000|83.873713988|466.811792675|344.976699436|121.835090964|121.765623902|[0, 10, 13, 13, 8]|20|Risk-based|39885.9294949|114.070505122|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|40000|83.8195913504|457.98306559|345.93549991|112.047563974|111.977496734|[0, 10, 13, 13, 8]|20|Risk-based|39885.9294949|114.070505122|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|40000|83.6793541896|973.743176387|347.135430619|626.607743777|626.510522602|[0, 10, 13, 13, 8]|20|Risk-based|39885.9294949|114.070505122|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|40000|83.8528506632|1157.10976945|345.626339627|811.483428115|811.390548133|[0, 10, 13, 13, 8]|20|Risk-based|39885.9294949|114.070505122|39.8288066012|[0.0, 2.0962529790105262, 4.1925059580210524, 6.2887589370315791, 8.3850119160421048, 10.481264895052631, 12.577517874063156, 14.673770853073682, 16.77002383208421, 18.866276811094735, 20.962529790105261, 23.058782769115787, 25.155035748126313, 27.251288727136838, 29.347541706147364, 31.44379468515789, 33.540047664168419, 35.636300643178949, 37.732553622189478, 39.828806601200007]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|60000|71.8791874703|345.061389119|345.011341375|0.0500466062513|0.0398239515416|[0, 1, 1, 1, 0]|2|Risk-based|51670.4086638|8329.59133618|39.8288066012|[0.0, 39.8288066012]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|60000|72.1553550697|348.668528167|348.61886613|0.0496606149172|0.0397579603959|[0, 1, 1, 1, 0]|2|Risk-based|51670.4086638|8329.59133618|39.8288066012|[0.0, 39.8288066012]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
5|60000|71.9300767399|345.181734788|345.134276912|0.0474567381098|0.037586794715|[0, 1, 1, 1, 0]|2|Risk-based|51670.4086638|8329.59133618|39.8288066012|[0.0, 39.8288066012]|[432.4375, 432.4375, 432.4375, 432.4375, 432.4375]
